SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL,PostEra,ORDERED,MADE,ASSAYED
O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,TRI-UNI-97428359-1,"Trippier Lab, University of Nebraska Medical Center",In house compounds with know synthetic route.,x0434,https://covid.postera.ai/covid/submissions/TRI-UNI-97428359,Z432464280,False,False,s_2708____905600____914814,False,False,False,False,False,False,False,False,False,False,False,False,False,339.4430000000001,1.7029999999999992,2,4,60.50000000000001,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS,True,True,False
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd04853-11,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.

Fragments used for the conception of the ideas are the following
x0104, x0161, x0195, x0305, x0387, x0678, x1382","x0104,x0161,x0195,x0305,x0387,x0678,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-1fd04853,Z1593808911,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,300.749,2.4702,2,3,70.67,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd04853-12,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.

Fragments used for the conception of the ideas are the following
x0104, x0161, x0195, x0305, x0387, x0678, x1382","x0104,x0161,x0195,x0305,x0387,x0678,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-1fd04853,Z1767447079,False,False,s_22____10212582____7024784,False,False,False,True,True,False,False,False,False,False,False,True,False,291.314,1.68848,2,4,94.46,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd04853-5,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.

Fragments used for the conception of the ideas are the following
x0104, x0161, x0195, x0305, x0387, x0678, x1382","x0104,x0161,x0195,x0305,x0387,x0678,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-1fd04853,Z1400783129,False,False,s_22____57907____7024784,False,False,False,True,False,False,False,False,False,False,False,False,False,299.76099999999997,3.0752000000000006,2,2,57.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd04853-7,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.

Fragments used for the conception of the ideas are the following
x0104, x0161, x0195, x0305, x0387, x0678, x1382","x0104,x0161,x0195,x0305,x0387,x0678,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-1fd04853,Z1400780364,False,False,s_22____57683____7024784,False,False,False,True,False,False,False,False,False,False,False,False,False,299.76099999999997,3.0752000000000006,2,2,57.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd04853-8,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.

Fragments used for the conception of the ideas are the following
x0104, x0161, x0195, x0305, x0387, x0678, x1382","x0104,x0161,x0195,x0305,x0387,x0678,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-1fd04853,Z1400838206,False,False,s_22____5145036____7024784,False,False,False,True,True,False,False,False,False,False,False,True,False,290.32599999999996,2.2934800000000006,2,3,81.57000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd04853-9,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.

Fragments used for the conception of the ideas are the following
x0104, x0161, x0195, x0305, x0387, x0678, x1382","x0104,x0161,x0195,x0305,x0387,x0678,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-1fd04853,Z1575152133,False,False,s_527____8124854____7024786,False,False,False,True,False,False,False,False,False,False,False,False,False,300.749,2.4702,2,3,70.67,0,PASS,PASS,PASS,PASS,PASS,4-halopyridine,PASS,PASS,PASS,True,True,True
Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,TRY-UNI-714a760b-12,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,261.712,3.687420000000001,2,2,54.02,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714a760b-18,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,Z1264525706,False,False,s_22____3391102____5826328,False,False,False,True,False,False,False,False,False,False,False,False,False,274.751,3.7856200000000015,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
Cc1ccncc1NC(=O)Cc1cccc(C#N)c1,TRY-UNI-714a760b-20,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,Z1344037997,False,False,s_22____3391102____6586228,False,False,False,True,True,False,False,False,False,False,False,True,False,251.28900000000002,2.4429000000000007,1,3,65.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)C(C)c1cccc(C#N)c1,TRY-UNI-714a760b-22,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,Z2186659954,False,False,s_22____3391102____10389944,False,False,False,True,True,False,False,False,False,False,False,True,False,265.316,3.0039000000000016,1,3,65.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)Nc1cccc(C#N)c1,TRY-UNI-714a760b-24,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,252.277,2.9057000000000004,2,3,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)Nc1ccccc1,TRY-UNI-714a760b-4,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,Z1130395550,False,False,s_2430____7867050____4862808,False,False,False,True,False,False,False,False,False,False,False,False,False,227.267,3.0340200000000013,2,2,54.02,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)Cc1ccccc1,TRY-UNI-714a760b-5,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,226.27900000000002,2.5712200000000003,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714a760b-6,"Tryfon Zarganis - Tzitzikas, University of Oxford, TDI MedChem","The design of the molecules was done by superimposing the different fragments from the crystal structures (by eye). The reactions should be fairly easy urea formation or amide coupling all from readily available starting materials.
Fragments used for the conception of the ideas are the following
x0107, x0434, x0678, x0748, x0995, x1382","x0107,x0434,x0678,x0748,x0995,x1382",https://covid.postera.ai/covid/submissions/TRY-UNI-714a760b,Z1129289650,False,False,s_22____3391102____3020518,False,True,False,True,False,False,False,False,False,False,False,False,False,260.724,3.2246200000000016,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
C=CC(=O)NCc1ccc(C(C)NC(=O)OC(C)(C)C)cc1,VIJ-CYC-1a381570-10,"Vijay Shahani, Cyclica Inc.","We wanted to be informed by the set of fragments, but not fully reliant on matching fragments exactly, to drive our compound exploration. To enable this, we used Cyclica’s Ligand Design™  (LD), a flexible machine learning for identifying molecules that best satisfy a defined objective function. Briefly, LD traverses a chemical space iteratively by repeatedly deriving new molecules (children) from previous selections (parents) and then filtering them with respect to one or more objective functions. This optimization process proceeds until convergence, when no better molecules can be found. Ligand Design has multiple options for traversing chemical space, including fixed library screening (10^6 molecules evaluated), rule-based semi-generative approaches (~10^10 molecules represented), and fully generative options (~10^120 molecule possibilities). Importantly, for this design challenge, we used the semi-generative option for LD (that was developed with support from our Partners at Enamine), which efficiently traverses the Enamine REAL Space of molecules to identify promising molecules with high synthetic accessibility. 

For this design challenge, we applied two major selective pressures (objective functions). The first optimizes for compatibility with the 3CLpro binding site using Cyclica’s MatchMaker Deep Learning proteome-screening engine (white paper here: https://tinyurl.com/wx3yg64). MatchMaker has been found to be far more accurate than molecular docking, and is also several orders of magnitude more computationally efficient. The second is a ligand-based model consisting of all active fragments coming from the XChem screen. This model was created using our POEM technology (https://arxiv.org/abs/2002.04555), a parameter-free supervised learning algorithm that utilizes multiple fingerprints simultaneously for improved predictive performance. Incorporation of this POEM model pressures LD to evolve molecules which resemble the fragment set (and prioritizes the molecules with higher occupancy in the crystal structures). Additional filters ensure that all molecules evaluated have ‘drug-like’ physicochemical properties and exclude problematic functional groups.  

Cyclica’s Ligand Design was applied using default parameters, allowing the optimization to proceed until convergence. The resulting process automatically defined a total of 106 ‘top molecules’ on the basis of proteome screening ranks. Among these top molecules, 35 ranked the corona virus protease compatibility higher than any human protein (~8000 present in the screen). A semi-manual curation process was applied to the 106 to prioritize molecules for submission. The first three were selected on the basis of having substructures with exact matches to hits from the XChem fragment screen. Next, we clustered the remaining top molecules using a multiple fingerprint approach and selected the 10 cluster exemplars for a total of 13 submissions. Any positive hits among cluster exemplars would merit subsequent investigation of the remaining cluster members.  

Note, For this submission Cyclica’s Ligand Design was used in its default state with no algorithmic customization or further optimizations to strictly enforce the presence of select fragments. We are open to further customizing this LD design process in subsequent design iterations, in order to incorporate the the expert insights of medicinal chemists involved in this project.","x0072,x0161,x0995",https://covid.postera.ai/covid/submissions/VIJ-CYC-1a381570,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,304.3900000000001,3.0745000000000013,2,3,67.43,0,PASS,PASS,PASS,PASS,"carbamate, T-boc Protected, carbamate include di-substitued N",Long aliphatic chain,PASS,PASS,PASS,True,True,False
CNS(=O)(=O)c1ccc(C(C)NC(=O)NC(C)(C)C)cc1,VIJ-CYC-1a381570-11,"Vijay Shahani, Cyclica Inc.","We wanted to be informed by the set of fragments, but not fully reliant on matching fragments exactly, to drive our compound exploration. To enable this, we used Cyclica’s Ligand Design™  (LD), a flexible machine learning for identifying molecules that best satisfy a defined objective function. Briefly, LD traverses a chemical space iteratively by repeatedly deriving new molecules (children) from previous selections (parents) and then filtering them with respect to one or more objective functions. This optimization process proceeds until convergence, when no better molecules can be found. Ligand Design has multiple options for traversing chemical space, including fixed library screening (10^6 molecules evaluated), rule-based semi-generative approaches (~10^10 molecules represented), and fully generative options (~10^120 molecule possibilities). Importantly, for this design challenge, we used the semi-generative option for LD (that was developed with support from our Partners at Enamine), which efficiently traverses the Enamine REAL Space of molecules to identify promising molecules with high synthetic accessibility. 

For this design challenge, we applied two major selective pressures (objective functions). The first optimizes for compatibility with the 3CLpro binding site using Cyclica’s MatchMaker Deep Learning proteome-screening engine (white paper here: https://tinyurl.com/wx3yg64). MatchMaker has been found to be far more accurate than molecular docking, and is also several orders of magnitude more computationally efficient. The second is a ligand-based model consisting of all active fragments coming from the XChem screen. This model was created using our POEM technology (https://arxiv.org/abs/2002.04555), a parameter-free supervised learning algorithm that utilizes multiple fingerprints simultaneously for improved predictive performance. Incorporation of this POEM model pressures LD to evolve molecules which resemble the fragment set (and prioritizes the molecules with higher occupancy in the crystal structures). Additional filters ensure that all molecules evaluated have ‘drug-like’ physicochemical properties and exclude problematic functional groups.  

Cyclica’s Ligand Design was applied using default parameters, allowing the optimization to proceed until convergence. The resulting process automatically defined a total of 106 ‘top molecules’ on the basis of proteome screening ranks. Among these top molecules, 35 ranked the corona virus protease compatibility higher than any human protein (~8000 present in the screen). A semi-manual curation process was applied to the 106 to prioritize molecules for submission. The first three were selected on the basis of having substructures with exact matches to hits from the XChem fragment screen. Next, we clustered the remaining top molecules using a multiple fingerprint approach and selected the 10 cluster exemplars for a total of 13 submissions. Any positive hits among cluster exemplars would merit subsequent investigation of the remaining cluster members.  

Note, For this submission Cyclica’s Ligand Design was used in its default state with no algorithmic customization or further optimizations to strictly enforce the presence of select fragments. We are open to further customizing this LD design process in subsequent design iterations, in order to incorporate the the expert insights of medicinal chemists involved in this project.","x0072,x0161,x0995",https://covid.postera.ai/covid/submissions/VIJ-CYC-1a381570,Z1408037619,False,False,s_2554____1274424____7088224,False,False,False,False,False,False,False,False,False,False,False,False,False,313.42300000000006,1.7533999999999992,3,3,87.30000000000004,0,PASS,PASS,PASS,PASS,PASS,"Long aliphatic chain, Hetero_hetero",PASS,PASS,PASS,True,True,False
CC(C)[C@@H](C#N)NS(=O)(=O)c1ccc(CF)cc1,VIJ-CYC-1a381570-12,"Vijay Shahani, Cyclica Inc.","We wanted to be informed by the set of fragments, but not fully reliant on matching fragments exactly, to drive our compound exploration. To enable this, we used Cyclica’s Ligand Design™  (LD), a flexible machine learning for identifying molecules that best satisfy a defined objective function. Briefly, LD traverses a chemical space iteratively by repeatedly deriving new molecules (children) from previous selections (parents) and then filtering them with respect to one or more objective functions. This optimization process proceeds until convergence, when no better molecules can be found. Ligand Design has multiple options for traversing chemical space, including fixed library screening (10^6 molecules evaluated), rule-based semi-generative approaches (~10^10 molecules represented), and fully generative options (~10^120 molecule possibilities). Importantly, for this design challenge, we used the semi-generative option for LD (that was developed with support from our Partners at Enamine), which efficiently traverses the Enamine REAL Space of molecules to identify promising molecules with high synthetic accessibility. 

For this design challenge, we applied two major selective pressures (objective functions). The first optimizes for compatibility with the 3CLpro binding site using Cyclica’s MatchMaker Deep Learning proteome-screening engine (white paper here: https://tinyurl.com/wx3yg64). MatchMaker has been found to be far more accurate than molecular docking, and is also several orders of magnitude more computationally efficient. The second is a ligand-based model consisting of all active fragments coming from the XChem screen. This model was created using our POEM technology (https://arxiv.org/abs/2002.04555), a parameter-free supervised learning algorithm that utilizes multiple fingerprints simultaneously for improved predictive performance. Incorporation of this POEM model pressures LD to evolve molecules which resemble the fragment set (and prioritizes the molecules with higher occupancy in the crystal structures). Additional filters ensure that all molecules evaluated have ‘drug-like’ physicochemical properties and exclude problematic functional groups.  

Cyclica’s Ligand Design was applied using default parameters, allowing the optimization to proceed until convergence. The resulting process automatically defined a total of 106 ‘top molecules’ on the basis of proteome screening ranks. Among these top molecules, 35 ranked the corona virus protease compatibility higher than any human protein (~8000 present in the screen). A semi-manual curation process was applied to the 106 to prioritize molecules for submission. The first three were selected on the basis of having substructures with exact matches to hits from the XChem fragment screen. Next, we clustered the remaining top molecules using a multiple fingerprint approach and selected the 10 cluster exemplars for a total of 13 submissions. Any positive hits among cluster exemplars would merit subsequent investigation of the remaining cluster members.  

Note, For this submission Cyclica’s Ligand Design was used in its default state with no algorithmic customization or further optimizations to strictly enforce the presence of select fragments. We are open to further customizing this LD design process in subsequent design iterations, in order to incorporate the the expert insights of medicinal chemists involved in this project.","x0072,x0161,x0995",https://covid.postera.ai/covid/submissions/VIJ-CYC-1a381570,Z3294574183,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,270.32899999999995,1.98258,1,3,69.96000000000001,0,cyanohydrin,PASS,PASS,PASS,N-C-Hal or cyano methyl,Hetero_hetero,PASS,PASS,PASS,True,True,False
COC(=O)c1sc(NS(=O)(=O)c2ccc(CF)cc2)nc1C(C)(C)C,VIJ-CYC-1a381570-13,"Vijay Shahani, Cyclica Inc.","We wanted to be informed by the set of fragments, but not fully reliant on matching fragments exactly, to drive our compound exploration. To enable this, we used Cyclica’s Ligand Design™  (LD), a flexible machine learning for identifying molecules that best satisfy a defined objective function. Briefly, LD traverses a chemical space iteratively by repeatedly deriving new molecules (children) from previous selections (parents) and then filtering them with respect to one or more objective functions. This optimization process proceeds until convergence, when no better molecules can be found. Ligand Design has multiple options for traversing chemical space, including fixed library screening (10^6 molecules evaluated), rule-based semi-generative approaches (~10^10 molecules represented), and fully generative options (~10^120 molecule possibilities). Importantly, for this design challenge, we used the semi-generative option for LD (that was developed with support from our Partners at Enamine), which efficiently traverses the Enamine REAL Space of molecules to identify promising molecules with high synthetic accessibility. 

For this design challenge, we applied two major selective pressures (objective functions). The first optimizes for compatibility with the 3CLpro binding site using Cyclica’s MatchMaker Deep Learning proteome-screening engine (white paper here: https://tinyurl.com/wx3yg64). MatchMaker has been found to be far more accurate than molecular docking, and is also several orders of magnitude more computationally efficient. The second is a ligand-based model consisting of all active fragments coming from the XChem screen. This model was created using our POEM technology (https://arxiv.org/abs/2002.04555), a parameter-free supervised learning algorithm that utilizes multiple fingerprints simultaneously for improved predictive performance. Incorporation of this POEM model pressures LD to evolve molecules which resemble the fragment set (and prioritizes the molecules with higher occupancy in the crystal structures). Additional filters ensure that all molecules evaluated have ‘drug-like’ physicochemical properties and exclude problematic functional groups.  

Cyclica’s Ligand Design was applied using default parameters, allowing the optimization to proceed until convergence. The resulting process automatically defined a total of 106 ‘top molecules’ on the basis of proteome screening ranks. Among these top molecules, 35 ranked the corona virus protease compatibility higher than any human protein (~8000 present in the screen). A semi-manual curation process was applied to the 106 to prioritize molecules for submission. The first three were selected on the basis of having substructures with exact matches to hits from the XChem fragment screen. Next, we clustered the remaining top molecules using a multiple fingerprint approach and selected the 10 cluster exemplars for a total of 13 submissions. Any positive hits among cluster exemplars would merit subsequent investigation of the remaining cluster members.  

Note, For this submission Cyclica’s Ligand Design was used in its default state with no algorithmic customization or further optimizations to strictly enforce the presence of select fragments. We are open to further customizing this LD design process in subsequent design iterations, in order to incorporate the the expert insights of medicinal chemists involved in this project.","x0072,x0161,x0995",https://covid.postera.ai/covid/submissions/VIJ-CYC-1a381570,False,False,False,s_232682____6465724____13971592,False,False,False,False,False,False,False,False,False,False,False,False,False,386.47000000000014,3.4975000000000023,1,6,85.36,0,PASS,PASS,PASS,PASS,PASS,"Ester, Hetero_hetero",PASS,aminothiazole,PASS,True,True,False
C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a381570-5,"Vijay Shahani, Cyclica Inc.","We wanted to be informed by the set of fragments, but not fully reliant on matching fragments exactly, to drive our compound exploration. To enable this, we used Cyclica’s Ligand Design™  (LD), a flexible machine learning for identifying molecules that best satisfy a defined objective function. Briefly, LD traverses a chemical space iteratively by repeatedly deriving new molecules (children) from previous selections (parents) and then filtering them with respect to one or more objective functions. This optimization process proceeds until convergence, when no better molecules can be found. Ligand Design has multiple options for traversing chemical space, including fixed library screening (10^6 molecules evaluated), rule-based semi-generative approaches (~10^10 molecules represented), and fully generative options (~10^120 molecule possibilities). Importantly, for this design challenge, we used the semi-generative option for LD (that was developed with support from our Partners at Enamine), which efficiently traverses the Enamine REAL Space of molecules to identify promising molecules with high synthetic accessibility. 

For this design challenge, we applied two major selective pressures (objective functions). The first optimizes for compatibility with the 3CLpro binding site using Cyclica’s MatchMaker Deep Learning proteome-screening engine (white paper here: https://tinyurl.com/wx3yg64). MatchMaker has been found to be far more accurate than molecular docking, and is also several orders of magnitude more computationally efficient. The second is a ligand-based model consisting of all active fragments coming from the XChem screen. This model was created using our POEM technology (https://arxiv.org/abs/2002.04555), a parameter-free supervised learning algorithm that utilizes multiple fingerprints simultaneously for improved predictive performance. Incorporation of this POEM model pressures LD to evolve molecules which resemble the fragment set (and prioritizes the molecules with higher occupancy in the crystal structures). Additional filters ensure that all molecules evaluated have ‘drug-like’ physicochemical properties and exclude problematic functional groups.  

Cyclica’s Ligand Design was applied using default parameters, allowing the optimization to proceed until convergence. The resulting process automatically defined a total of 106 ‘top molecules’ on the basis of proteome screening ranks. Among these top molecules, 35 ranked the corona virus protease compatibility higher than any human protein (~8000 present in the screen). A semi-manual curation process was applied to the 106 to prioritize molecules for submission. The first three were selected on the basis of having substructures with exact matches to hits from the XChem fragment screen. Next, we clustered the remaining top molecules using a multiple fingerprint approach and selected the 10 cluster exemplars for a total of 13 submissions. Any positive hits among cluster exemplars would merit subsequent investigation of the remaining cluster members.  

Note, For this submission Cyclica’s Ligand Design was used in its default state with no algorithmic customization or further optimizations to strictly enforce the presence of select fragments. We are open to further customizing this LD design process in subsequent design iterations, in order to incorporate the the expert insights of medicinal chemists involved in this project.","x0072,x0161,x0995",https://covid.postera.ai/covid/submissions/VIJ-CYC-1a381570,Z2798213615,False,False,s_22____2991084____12102878,False,False,False,False,False,False,False,False,False,False,False,False,False,294.3760000000001,1.3479999999999996,2,3,75.27,0,PASS,isolated alkene,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS,True,True,False
O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3d3065-2,"Viromics, githubsubmission","Description: 
PCM-012781 ?
PCM-0102972 ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2
PCM-0102974 CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl
piperidine-amides for MPro The aniline substitution seems especially potent","x1380,x1458",https://covid.postera.ai/covid/submissions/VIR-GIT-7b3d3065,False,Z291278798,EN300-46675,False,False,False,False,True,True,False,False,True,False,False,False,False,False,272.776,1.4763,0,2,40.62000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3d3065-3,"Viromics, githubsubmission","Description: 
PCM-012781 ?
PCM-0102972 ClCC(=O)N1CCC(CC1)C(=O)N2CCCCC2
PCM-0102974 CC(C)N(C)C(=O)C1CCN(CC1)C(=O)CCl
piperidine-amides for MPro The aniline substitution seems especially potent","x1380,x1458",https://covid.postera.ai/covid/submissions/VIR-GIT-7b3d3065,False,Z561717446,EN300-47990,False,False,False,False,True,True,False,False,True,False,False,False,False,False,260.765,1.3305999999999998,0,2,40.62000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-20,"Warren Thompson, XChem - Diamond Light Source",Part 2: This design focused on exploring the chemical space constrained by the typical functional scaffolds found in the fragment hits.,"x0072,x0104,x0107,x0161,x0165",https://covid.postera.ai/covid/submissions/WAR-XCH-b6889685,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,298.40800000000013,1.5869,1,4,72.63,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
CC(C)NC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b6889685-23,"Warren Thompson, XChem - Diamond Light Source",Part 2: This design focused on exploring the chemical space constrained by the typical functional scaffolds found in the fragment hits.,"x0072,x0104,x0107,x0161,x0165",https://covid.postera.ai/covid/submissions/WAR-XCH-b6889685,Z3075936836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,297.4240000000001,1.3007999999999995,2,4,75.43,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccc(NC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b6889685-25,"Warren Thompson, XChem - Diamond Light Source",Part 2: This design focused on exploring the chemical space constrained by the typical functional scaffolds found in the fragment hits.,"x0072,x0104,x0107,x0161,x0165",https://covid.postera.ai/covid/submissions/WAR-XCH-b6889685,Z3075907363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,345.46800000000013,2.723320000000001,2,4,75.43,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
NS(=O)(=O)c1ccc(N2CCC(Nc3ccc(F)cc3)CC2)cc1,WAR-XCH-b6889685-26,"Warren Thompson, XChem - Diamond Light Source",Part 2: This design focused on exploring the chemical space constrained by the typical functional scaffolds found in the fragment hits.,"x0072,x0104,x0107,x0161,x0165",https://covid.postera.ai/covid/submissions/WAR-XCH-b6889685,Z3075685411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,349.43100000000015,2.5540000000000003,2,4,75.43,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
