SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL
N=C(N)NCCC[C@H](NC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CO)C(=O)O,SAL-INS-68b48d12-7,"Sally McGrath, Institute of Cancer Research (formerly)","By eye.  As with previously submitted peptides, targeting the dimer interface.  Natural sequence is SGFR which has been submitted previously.  These are alternative suggestions of SFGR, SFFR, SWFR, SWGR, SWSR and SFSR (however these last two have the unnatural D-serine) to attempt to optimise interactions with the pocket.  Along with all peptides I have included a non-charged analogue.

Again I have picked a random fragment id as 887 is not there.",x0874,https://covid.postera.ai/covid/submissions/SAL-INS-68b48d12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,504.5480000000002,-2.5363299999999933,10,7,248.54,3,PASS,"Aliphatic long chain, imine, imine",PASS,PASS,PASS,"Imine 3, Long aliphatic chain, Dipeptide",PASS,PASS
CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCNC(N)=O)C(N)=O,SAL-INS-68b48d12-8,"Sally McGrath, Institute of Cancer Research (formerly)","By eye.  As with previously submitted peptides, targeting the dimer interface.  Natural sequence is SGFR which has been submitted previously.  These are alternative suggestions of SFGR, SFFR, SWFR, SWGR, SWSR and SFSR (however these last two have the unnatural D-serine) to attempt to optimise interactions with the pocket.  Along with all peptides I have included a non-charged analogue.

Again I have picked a random fragment id as 887 is not there.",x0874,https://covid.postera.ai/covid/submissions/SAL-INS-68b48d12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,546.5850000000003,-2.7729999999999935,9,7,250.63,3,PASS,Aliphatic long chain,PASS,PASS,PASS,"Long aliphatic chain, Dipeptide",PASS,PASS
N=C(N)NCCC[C@H](NC(=O)[C@@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CO)C(=O)O,SAL-INS-68b48d12-9,"Sally McGrath, Institute of Cancer Research (formerly)","By eye.  As with previously submitted peptides, targeting the dimer interface.  Natural sequence is SGFR which has been submitted previously.  These are alternative suggestions of SFGR, SFFR, SWFR, SWGR, SWSR and SFSR (however these last two have the unnatural D-serine) to attempt to optimise interactions with the pocket.  Along with all peptides I have included a non-charged analogue.

Again I have picked a random fragment id as 887 is not there.",x0874,https://covid.postera.ai/covid/submissions/SAL-INS-68b48d12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,534.5740000000003,-3.1754299999999915,11,8,268.77,3,PASS,"Aliphatic long chain, imine, imine",PASS,PASS,PASS,"Imine 3, Long aliphatic chain, Dipeptide",PASS,PASS
N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](N)CO)C(=O)O,SAL-INS-a5f8a8b9-1,"Sally McGrath, Institute of Cancer Research (formerly)","By eye.  Looking at the dimer interface (near fragment X_0887), the Ser1 and Arg4 in particular seem to play a part in binding to the other chain.   Suggested peptide binding motif SGFR (although the phenylalanine side-chain is more for internal tertiary structure within its own chain rather than an interaction with the other chain).  I have also included an uncharged analogue with acetylated N-terminus, amide C-terminus and citrulline for arginine.

Fragment 887 is not on the list so I have chosen a random fragement as this is a required field.",x0874,https://covid.postera.ai/covid/submissions/SAL-INS-a5f8a8b9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,465.51100000000025,-3.0176299999999934,9,7,232.75,3,PASS,"Aliphatic long chain, imine, imine",PASS,PASS,PASS,"Imine 3, Long aliphatic chain, Dipeptide",PASS,PASS
CC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,SAL-INS-a5f8a8b9-2,"Sally McGrath, Institute of Cancer Research (formerly)","By eye.  Looking at the dimer interface (near fragment X_0887), the Ser1 and Arg4 in particular seem to play a part in binding to the other chain.   Suggested peptide binding motif SGFR (although the phenylalanine side-chain is more for internal tertiary structure within its own chain rather than an interaction with the other chain).  I have also included an uncharged analogue with acetylated N-terminus, amide C-terminus and citrulline for arginine.

Fragment 887 is not on the list so I have chosen a random fragement as this is a required field.",x0874,https://covid.postera.ai/covid/submissions/SAL-INS-a5f8a8b9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,507.5480000000003,-3.2542999999999944,8,7,234.84,3,PASS,Aliphatic long chain,PASS,PASS,PASS,"Long aliphatic chain, Dipeptide",PASS,PASS
O=C(Nc1cnc[nH]1)Nc1sc2cc(CCc3ncc[nH]3)[nH]c2c1CC1CCC(O)CC1,SAL-INS-cba98abe-1,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,453.5720000000002,4.198400000000003,6,5,134.51,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1c[nH]cn1)Nc1cc2[nH]cc(CCc3ncc[nH]3)c2s1,SAL-INS-cba98abe-2,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,341.4,3.1048000000000013,5,4,114.28,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1c[nH]cn1)Nc1sc2cc[nH]c2c1CC1CCC(O)CC1,SAL-INS-cba98abe-3,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,359.45500000000015,3.690100000000002,5,4,105.83,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1cnc[nH]1)Nc1sc2cc(CCc3ncc[nH]3)[nH]c2c1CC1CCC(O)CC1,SAL-INS-cba98abe-4,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,452.5840000000002,3.7356000000000016,5,5,122.48,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1sc2cc(CCc3ncc[nH]3)[nH]c2c1CC1CCC(O)CC1)Nc1cnc[nH]1,SAL-INS-cba98abe-5,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,452.5840000000003,3.7356000000000016,5,5,122.48,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1cc2[nH]cc(CCc3ncc[nH]3)c2s1)Nc1c[nH]cn1,SAL-INS-cba98abe-6,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,340.412,2.6420000000000003,4,4,102.25,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1c[nH]cn1)Nc1cc2[nH]cc(CCc3ncc[nH]3)c2s1,SAL-INS-cba98abe-7,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,340.412,2.6420000000000003,4,4,102.25,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1c[nH]cn1)Nc1sc2cc[nH]c2c1CC1CCC(O)CC1,SAL-INS-cba98abe-8,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,358.46700000000016,3.2273000000000023,4,4,93.8,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1sc2cc[nH]c2c1CC1CCC(O)CC1)Nc1c[nH]cn1,SAL-INS-cba98abe-9,"Sally McGrath, Institute of Cancer Research (formerly)","Adapted from yesterday's submission: pyrimidine swapped for imidazole in order to hydrogen bond with the pocket, and each urea nitrogen removed in turn.","x0104,x0387,x0434",https://covid.postera.ai/covid/submissions/SAL-INS-cba98abe,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,358.46700000000016,3.2273000000000005,4,4,93.8,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NCCc1c[nH]c2c1CC(F)C[C@@H]2CCNS(C)(=O)=O,SAM-UNI-7fd13e32-1,"Sam Rowe, University of Cambridge",A combination of X_0072 and X_0104 by eye. Reduced the six-membered ring though to introduce a chiral centre for the pendant sulphonamide to try and get it pointing in the same direction as seen in the 0072 structure.,"x0072,x0104",https://covid.postera.ai/covid/submissions/SAM-UNI-7fd13e32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,345.44,1.0004999999999995,3,3,91.06,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
CC(=O)NC=Cc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,SAM-UNK-83e03154-1,Sam Walpole,Adaptations of submissions SAM-UNK-903-1 and SAM-UNK-903-2 to introduce greater rigidity and therefore reduce the entropic penalty of binding.,"x0072,x0104,x0387",https://covid.postera.ai/covid/submissions/SAM-UNK-83e03154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,331.391,2.3705000000000007,3,3,68.36,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NC=Cc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,SAM-UNK-83e03154-2,Sam Walpole,Adaptations of submissions SAM-UNK-903-1 and SAM-UNK-903-2 to introduce greater rigidity and therefore reduce the entropic penalty of binding.,"x0072,x0104,x0387",https://covid.postera.ai/covid/submissions/SAM-UNK-83e03154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,339.392,1.5055,3,3,91.06,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
CC(=O)NC=Cc1c[nH]c2c(C=CNS(C)(=O)=O)cc(F)cc12,SAM-UNK-83e03154-3,Sam Walpole,Adaptations of submissions SAM-UNK-903-1 and SAM-UNK-903-2 to introduce greater rigidity and therefore reduce the entropic penalty of binding.,"x0072,x0104,x0387",https://covid.postera.ai/covid/submissions/SAM-UNK-83e03154,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,337.3760000000001,1.9337,3,3,91.06,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,phenylethene
CC(=O)NCCc1c[nH]c2c(CN3CCC(O)CC3)cc(F)cc12,SAM-UNK-903735bd-1,Sam Walpole,"These molecules were produced via the joining of  fragments: x0104-x0387 and x104-x0072 at the 7-position of the indole ring of x0104. This was chosen as the indole of x0104 sits inside a hydrophobic pocket of the protease, that seems to be targeted by many of the fragments, and therefore may be key to binding. x0387/x0072 were chosen as second fragments as they occupy a nearby subsite and easily join to x104 with little strain.

These fragments were also tested with molecular docking and show docking poses similar to expected from their base fragments. The supplied PDB was generated simply by superposition of coordinates (x0104 and x0387), however docking results are available on request","x0072,x0104,x0387",https://covid.postera.ai/covid/submissions/SAM-UNK-903735bd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,333.4070000000001,1.9423,3,3,68.36,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NCCc1c[nH]c2c(CCNS(C)(=O)=O)cc(F)cc12,SAM-UNK-903735bd-2,Sam Walpole,"These molecules were produced via the joining of  fragments: x0104-x0387 and x104-x0072 at the 7-position of the indole ring of x0104. This was chosen as the indole of x0104 sits inside a hydrophobic pocket of the protease, that seems to be targeted by many of the fragments, and therefore may be key to binding. x0387/x0072 were chosen as second fragments as they occupy a nearby subsite and easily join to x104 with little strain.

These fragments were also tested with molecular docking and show docking poses similar to expected from their base fragments. The supplied PDB was generated simply by superposition of coordinates (x0104 and x0387), however docking results are available on request","x0072,x0104,x0387",https://covid.postera.ai/covid/submissions/SAM-UNK-903735bd,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,341.40800000000013,1.0773000000000006,3,3,91.06,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
c1ccc(N2CCC3(CCOC3)C2)nc1,SAN-PRI-c9355cc8-1,"Sandeep Reddy Kandukuri, Principal Research Scientist",variation of Z1401276297,x0425,https://covid.postera.ai/covid/submissions/SAN-PRI-c9355cc8,False,Z1401276498,False,s_27____7024750____60866,False,False,False,False,False,False,False,False,False,False,False,False,False,204.273,1.6984,0,3,25.36,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
c1cncc(N2CCC3(CCOC3)C2)c1,SAN-PRI-c9355cc8-2,"Sandeep Reddy Kandukuri, Principal Research Scientist",variation of Z1401276297,x0425,https://covid.postera.ai/covid/submissions/SAN-PRI-c9355cc8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,204.273,1.6984,0,3,25.36000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NCCc1c[nH]c2ccc(Cl)cc12,SAN-PRS-3c4a6997-1,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,Z57915503,False,FCH2707682,s_22____6079110____58844,False,False,False,False,False,False,False,False,False,False,False,False,False,236.702,2.4999,2,1,44.89,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cn1c(O)c(CNC(N)=O)c2ccccc21,SAN-PRS-3c4a6997-10,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,219.24400000000003,1.0521999999999996,3,3,80.28,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cn1c(O)c(/C=C/C(N)=O)c2ccccc21,SAN-PRS-3c4a6997-11,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,216.24,1.3824,2,3,68.25,0,PASS,Michael acceptor,PASS,PASS,alpha beta-unsaturated ketones; center of Michael reactivity,vinyl michael acceptor1,PASS,PASS
Cn1c(O)c(CCC(N)=O)c2ccccc21,SAN-PRS-3c4a6997-12,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,218.25600000000003,1.3017999999999998,2,3,68.25,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cn1c(O)c(NCC(N)=O)c2ccccc21,SAN-PRS-3c4a6997-13,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,219.24400000000003,0.7810999999999995,3,4,80.28,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NCCc1c[nH]c2ccccc12,SAN-PRS-3c4a6997-2,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,Z26395416,EN300-189721,s_22____57946____58844,False,False,False,False,False,False,False,False,False,False,False,False,False,202.257,1.8465,2,1,44.89,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)NCCc1cn(C)c2ccc(F)cc12,SAN-PRS-3c4a6997-3,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,234.274,1.996,1,2,34.03,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)OCCc1c[nH]c2ccc(F)cc12,SAN-PRS-3c4a6997-4,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,221.231,2.4126000000000003,1,2,42.09,0,PASS,PASS,PASS,PASS,"aliphatic ester, not lactones",Ester,PASS,PASS
CC(=O)NCCc1c(O)[nH]c2ccc(F)cc12,SAN-PRS-3c4a6997-5,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,236.24599999999998,1.6911999999999998,3,2,65.12,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
Cn1c(O)c(ONC(N)=S)c2ccccc21,SAN-PRS-3c4a6997-6,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,237.28400000000002,1.0109000000000004,3,4,72.44,0,PASS,"Oxygen-nitrogen single bond, Thiocarbonyl group",PASS,Filter89_hydroxylamine,"26, acyclic NO not nitro","thiourea, Hetero_hetero",PASS,"thiourea, Nitrosone_not_nitro, Thiocarbonyl_group"
Cn1c(O)c(/N=N/C(N)=O)c2ccccc21,SAN-PRS-3c4a6997-7,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,218.21600000000004,2.0463,2,4,92.97,0,PASS,diazo group,PASS,Filter5_azo,PASS,Azo,azo_A(324),PASS
Cn1c(O)c(NOC(N)=S)c2ccccc21,SAN-PRS-3c4a6997-8,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,237.28400000000002,1.4709999999999999,3,5,72.44,0,PASS,"Oxygen-nitrogen single bond, Thiocarbonyl group",PASS,Filter89_hydroxylamine,acyclic NO not nitro,Hetero_hetero,PASS,"Nitrosone_not_nitro, Thiocarbonyl_group"
Cn1c(O)c(NCC(N)=O)c2ccccc21,SAN-PRS-3c4a6997-9,"Sandeep Reddy Kandukuri, PRS","Variation of Z1220452176
Reference: n silicostudies on therapeutic agents for COVID-19: Drug repurposingapproach; 
Life Sciences, Volume 252, 1 July 2020, 117652",x0104,https://covid.postera.ai/covid/submissions/SAN-PRS-3c4a6997,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,219.24400000000003,0.7810999999999995,3,4,80.28,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(NCC1CCCCC1)c1cccnc1,SAN-PRS-52b81272-1,"Sandeep Reddy Kandukuri, PRS",variation of Z31792168,x0678,https://covid.postera.ai/covid/submissions/SAN-PRS-52b81272,Z32004319,Z32004319,False,s_22____57805____58868,False,True,False,False,False,False,False,False,False,False,False,False,False,218.3,2.3917,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Cc1ccccc1)Nc1cccnc1,SAN-PRS-52b81272-2,"Sandeep Reddy Kandukuri, PRS",variation of Z31792168,x0678,https://covid.postera.ai/covid/submissions/SAN-PRS-52b81272,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,212.252,2.2628000000000004,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1cccnc1)Oc1ccccc1,SAN-PRS-52b81272-3,"Sandeep Reddy Kandukuri, PRS",variation of Z31792168,x0678,https://covid.postera.ai/covid/submissions/SAN-PRS-52b81272,False,Z31792088,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,214.224,2.692500000000001,1,3,51.22,0,PASS,PASS,PASS,PASS,carbamate include di-substitued N,PASS,PASS,Phenylester
COC(=O)c1ccc(C(N)=O)cc1,SAN-PRS-c955de36-1,"Sandeep Reddy Kandukuri, PRS",variation of Z44592329,x0434,https://covid.postera.ai/covid/submissions/SAN-PRS-c955de36,False,Z33546865,EN300-134385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,179.17499999999995,0.5721000000000002,1,3,69.39,0,PASS,PASS,PASS,PASS,PASS,Ester,PASS,PASS
CC(=O)N1CCCC1COCC(=O)C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,SCO-CSI-071a6f1c-1,"Scott Walker, CSIRO",Alternate non-covalent warhead based on piperazine sulfonamides (eg . x0771). Attempts to pick up Glu166 backbone H-bond (from eg x0678) while occupying adjacent small hydrophobic pocket. Accessible from simple building blocks. Orientation of proline stereocentre could be predictable from x-ray but probably better to synthesise racemate.,"x0678,x0771",https://covid.postera.ai/covid/submissions/SCO-CSI-071a6f1c,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,437.51800000000014,0.11610000000000252,0,6,104.29999999999998,0,alpha_dicarbonyl,diketo group,PASS,Filter41_12_dicarbonyl,"1,2-dicarbonyl not in ring","Ketone, Long aliphatic chain, Hetero_hetero, Oxalyl",PASS,PASS
O=C(CN(Cc1cccnc1)C(=O)NC1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCOCC1,SCO-CSI-e30c12ee-1,"Scott Walker, CSIRO","Attempts to bridge sites revealed by fragments. Urea O for Asn142 backbone H-bond (from x0397). Piperidine spacer replaces piperazine of x0771, x0689, aryl sulfonamide occupies the pocket revealed by same. Pyridine fits semi-hydrophobic pocket revealed by multiple non-covalent fragments eg x0678. Morpholine amide O satisfies HB to Glu166 revealed by eg x0678. Morpholine ring occupies remainder of space taken up by eg x0678.
Compound is a simplified scaffold designed as a rapid test of the bridging strategy. It is designed with modular synthesis in mind, with simple widely available building blocks and chemistry. If it has activity it is intended to be followed up with array synthesis to identify more optimal subsitutents to occupy each pocket","x0397,x0678,x0689,x0771",https://covid.postera.ai/covid/submissions/SCO-CSI-e30c12ee,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,501.6090000000003,1.3053000000000003,1,6,112.15,0,PASS,PASS,PASS,PASS,PASS,"Long aliphatic chain, Hetero_hetero",PASS,PASS
O=C(COCC1CCCN1CC(=O)N1CCOCC1)C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,SCO-CSI-e56d7cb6-1,"Scott Walker, CSIRO",Attempts to bridge sites revealed x0771 and x1093 by eye. Alternate warhead - could possibly use oxime too. Readily accessible starting materials. Stereocentre may be best as racemate for screening purposes. Related to another submission - may be accessible from common intermediate.,"x0771,x1093",https://covid.postera.ai/covid/submissions/SCO-CSI-e56d7cb6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,522.6240000000003,-0.5715999999999939,0,8,116.76999999999998,0,alpha_dicarbonyl,diketo group,PASS,Filter41_12_dicarbonyl,"1,2-dicarbonyl not in ring","Ketone, Long aliphatic chain, Hetero_hetero, Oxalyl",PASS,PASS
Cc1ccncc1NC(=O)N1CCN(C)CC1,SCO-VAN-260d9628-1,"Scott Henderson, Vanderbilt University",Fragment merge and link with Cresset Flare (non covalent set),"x0072,x0397",https://covid.postera.ai/covid/submissions/SCO-VAN-260d9628,Z1531408828,False,False,s_2430____7867050____740802,False,False,False,False,False,False,False,False,False,False,False,False,False,234.303,1.1693199999999997,1,3,48.47000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CS(=O)(=O)NCC1CCC(C(N)=O)C1c1ccccc1,SCO-VAN-260d9628-2,"Scott Henderson, Vanderbilt University",Fragment merge and link with Cresset Flare (non covalent set),"x0072,x0397",https://covid.postera.ai/covid/submissions/SCO-VAN-260d9628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,296.392,0.8309000000000003,2,3,89.25999999999998,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS
NC(=O)C1CCC(c2nncs2)C1c1ccsc1,SCO-VAN-260d9628-3,"Scott Henderson, Vanderbilt University",Fragment merge and link with Cresset Flare (non covalent set),"x0072,x0397",https://covid.postera.ai/covid/submissions/SCO-VAN-260d9628,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,279.39000000000004,2.3623000000000003,1,5,68.87,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
